aar;selskab_id;vaerk_id;vrkanl_ny;selskab_navn;vaerk_postnr;vaerk_postdistrikt;vaerk_kommune;vrktypenavn;fv_net;fv_net_navn;anlaeg_navn;anlaegstype_navn;aktoer;idriftdato;skrotdato;elkapacitet_MW;varmekapacitet_MW;Hovedbrændsel;Hovedbrændselsgruppe;Kul_andel;Olie_andel;Naturgas_andel;Affald_andel;Biogas_andel;Fast biomasse_andel;Bio-olie_andel;Braendselsfrit_andel;Solenergi_andel;Vandkraft_andel;Elektricitet_andel;Omgivelsesvarme_andel
2025;2081;2047;2047-1;BIO VÆKST ApS;4532;Gislinge;316;Lokalt værk;;;Gasmotor;Forbrændingsmotor;pev;2010-01-20 00:00:00;;0,19;0,22;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;2082;86;86-1;MORSØ VARME A/S;7900;Nykøbing M;773;Fjernvarmeværk;246;Dueholm Fjernvarme;Kedel 1;Kedel;fvv;1970-01-01 00:00:00;;0;1,2;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;2082;86;86-3;MORSØ VARME A/S;7900;Nykøbing M;773;Fjernvarmeværk;246;Dueholm Fjernvarme;Kedel 3, DanStoker;Kedel;fvv;1981-01-01 00:00:00;;0;1,8;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2082;86;86-4;MORSØ VARME A/S;7900;Nykøbing M;773;Fjernvarmeværk;246;Dueholm Fjernvarme;KSM fliskedel;Kedel;fvv;2023-10-01 00:00:00;;0;1,4;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;2082;2278;2278-1;MORSØ VARME A/S;7900;Nykøbing M;773;Erhvervsværk;246;Dueholm Fjernvarme;Overskudsvarme fra Morsø Vand;Overskudsvarme;pvp;2014-03-01 00:00:00;;0;0,12;braendselsfrit;braendselsfrit;;0;;;;0;;1;;;;
2025;2084;2054;2054-1;Tønder Kommune;6534;Agerskov;550;Lokalt værk;;;Gasmotor;Forbrændingsmotor;pev;2010-06-01 00:00:00;;0,015;0,0306;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2088;125;125-3;HALSNÆS VARME A/S;3300;Frederiksværk;260;Fjernvarmeværk;13;Frederiksværk Fjernvarme;Olie/gas kedel;Kedel;fvv;1987-10-01 00:00:00;;0;7,5;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;2088;125;125-5;HALSNÆS VARME A/S;3300;Frederiksværk;260;Fjernvarmeværk;13;Frederiksværk Fjernvarme;Fliskedel 1;Kedel;fvv;2002-01-01 00:00:00;;0;8,7;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;2088;125;125-6;HALSNÆS VARME A/S;3300;Frederiksværk;260;Fjernvarmeværk;13;Frederiksværk Fjernvarme;Fliskedel2;Kedel;fvv;2004-05-26 00:00:00;;0;8,7;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;2088;125;125-7;HALSNÆS VARME A/S;3300;Frederiksværk;260;Fjernvarmeværk;13;Frederiksværk Fjernvarme;Træpillekedel;Kedel;fvv;2013-11-01 00:00:00;;0;10;traepiller;fast biomasse;;0;;;;1;;;;;;
2025;2088;125;125-8;HALSNÆS VARME A/S;3300;Frederiksværk;260;Fjernvarmeværk;13;Frederiksværk Fjernvarme;Oliekedel;Kedel;fvv;2016-11-01 00:00:00;;0;10;bio-olie;bio-olie;;0;;;;0;1;;;;;
2025;2088;126;126-1;HALSNÆS VARME A/S;3300;Frederiksværk;260;Fjernvarmeværk;13;Frederiksværk Fjernvarme;Oliekedel 1;Kedel;fvv;1986-01-01 00:00:00;;0;7,5;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;2093;804;804-5;Vejle Kommune;7100;Vejle;630;Erhvervsværk;81;TVIS;Vejle renseanlæg;Forbrændingsmotor;pev;2014-12-04 00:00:00;;0,53;0,557;biogas;biogas;;0;;;1;0;;;;;;
2025;2093;804;804-6;Vejle Kommune;7100;Vejle;630;Erhvervsværk;81;TVIS;Vejle renseanlæg;Forbrændingsmotor;pev;2019-10-25 00:00:00;;0,357;0,372;biogas;biogas;;0;;;1;0;;;;;;
2025;2095;301;301-1;FORS Varme Holbæk A/S;4450;Jyderup;316;Decentralt værk;39;Jyderup Fjernvarme;kedel 1;Kedel;fvv;1988-10-01 00:00:00;;0;6;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2095;301;301-2;FORS Varme Holbæk A/S;4450;Jyderup;316;Decentralt værk;39;Jyderup Fjernvarme;Kedel 2;Kedel;fvv;1978-10-01 00:00:00;;0;7;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2095;301;301-3;FORS Varme Holbæk A/S;4450;Jyderup;316;Decentralt værk;39;Jyderup Fjernvarme;Motor 1;Forbrændingsmotor;kvt;1994-12-22 00:00:00;;2,75;3,5;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2095;301;301-4;FORS Varme Holbæk A/S;4450;Jyderup;316;Decentralt værk;39;Jyderup Fjernvarme;Motor2;Forbrændingsmotor;kvt;1994-12-22 00:00:00;;2,75;3,5;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2095;301;301-5;FORS Varme Holbæk A/S;4450;Jyderup;316;Decentralt værk;39;Jyderup Fjernvarme;Solvarme - 10000m2;Solvarme;fvv;2017-01-01 00:00:00;;0;7;solenergi;solenergi;;0;;;;0;;;1;;;
2025;2095;301;301-6;FORS Varme Holbæk A/S;4450;Jyderup;316;Decentralt værk;39;Jyderup Fjernvarme;Varmepumpe 1;Varmepumpe Luft;fvv;2024-11-20 00:00:00;;0;2,21;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,360381862;0,639618138
2025;2095;301;301-7;FORS Varme Holbæk A/S;4450;Jyderup;316;Decentralt værk;39;Jyderup Fjernvarme;Varmepumpe 2;Varmepumpe Luft;fvv;2024-11-20 00:00:00;;0;2,21;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,366402116;0,633597884
2025;2095;301;301-8;FORS Varme Holbæk A/S;4450;Jyderup;316;Decentralt værk;39;Jyderup Fjernvarme;Varmepumpe 3;Varmepumpe Luft;fvv;2024-11-20 00:00:00;;0;2,21;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,359260038;0,640739962
2025;2095;301;301-9;FORS Varme Holbæk A/S;4450;Jyderup;316;Decentralt værk;39;Jyderup Fjernvarme;Varmepumpe 4;Varmepumpe Luft;fvv;2024-11-20 00:00:00;;0;2,21;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,357431341;0,642568659
2025;2095;544;544-2;FORS Varme Holbæk A/S;4370;Store Merløse;316;Fjernvarmeværk;41;Store Merløse Fjernvarme;Oliekedel;Kedel;fvv;1984-09-01 00:00:00;;0;2,7;gasolie;olie;;1;;;;0;;;;;;
2025;2095;544;544-3;FORS Varme Holbæk A/S;4370;Store Merløse;316;Fjernvarmeværk;41;Store Merløse Fjernvarme;St. Merløse halmvarmeværk;Kedel;fvv;2013-01-02 00:00:00;;0;4;halm;fast biomasse;;0;;;;1;;;;;;
2025;2095;2450;2450-1;FORS Varme Holbæk A/S;4300;Holbæk;316;Fjernvarmeværk;479;Holbæk Have;Holbæk Have Olie;Kedel;fvv;2022-10-01 00:00:00;2025-07-01 00:00:00;0;0,56;fuelolie;olie;;1;;;;0;;;;;;
2025;2095;2450;2450-2;FORS Varme Holbæk A/S;4300;Holbæk;316;Fjernvarmeværk;479;Holbæk Have;Holbæk Have Gas;Kedel;fvv;2022-11-09 00:00:00;2026-01-15 00:00:00;0;0,38;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2095;2450;2450-3;FORS Varme Holbæk A/S;4300;Holbæk;316;Fjernvarmeværk;479;Holbæk Have;Holbæk Have Gaskedel Central;Kedel;fvv;2025-06-18 00:00:00;;0;0,78;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2095;2458;2458-1;FORS Varme Holbæk A/S;4300;Holbæk;316;Fjernvarmeværk;480;Kalvehave;Kalvehaven Gas;Kedel;fvv;2023-10-03 00:00:00;;0;0,75;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2101;565;565-3;VIDEBÆK VARME A/S;6920;Videbæk;760;Fjernvarmeværk;190;Videbæk Fjernvarme;K8;Kedel;fvv;1987-04-01 00:00:00;;0;10,5;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2101;566;566-1;VIDEBÆK VARME A/S;6920;Videbæk;760;Decentralt værk;190;Videbæk Fjernvarme;Jenbacher;Forbrændingsmotor;kvt;1994-12-01 00:00:00;;3,2;4,3;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2101;566;566-3;VIDEBÆK VARME A/S;6920;Videbæk;760;Decentralt værk;190;Videbæk Fjernvarme;Jenbacher 3;Forbrændingsmotor;kvt;2012-01-02 00:00:00;;3;4;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2101;566;566-4;VIDEBÆK VARME A/S;6920;Videbæk;760;Decentralt værk;190;Videbæk Fjernvarme;Elkedel;Elpatron;fvv;2011-07-01 00:00:00;;0;10;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;2106;1496;1496-1;RINGKØBING-SKJERN FORSYNING A/S;6950;Ringkøbing;760;Lokalt værk;;;Totem No. 1;Forbrændingsmotor;pev;1998-12-01 00:00:00;;0,1;0,2;biogas;biogas;;0;;;1;0;;;;;;
2025;2106;1496;1496-2;RINGKØBING-SKJERN FORSYNING A/S;6950;Ringkøbing;760;Lokalt værk;;;Totem No.2;Forbrændingsmotor;pev;1998-12-01 00:00:00;;0,1;0,2;biogas;biogas;;0;;;1;0;;;;;;
2025;2107;1181;1181-4;FAXE SPILDEVAND A/S;4640;Fakse;320;Lokalt værk;42;Faxe Fjernvarme;MAN E3262 LE212;Forbrændingsmotor;pev;2015-04-01 00:00:00;;0,53;0,557;biogas;biogas;;0;;;1;0;;;;;;
2025;2111;430;430-1;FORS Varme Roskilde A/S;4000;Roskilde;265;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Kedel 1;Kedel;fvv;1970-01-01 00:00:00;;0;28;naturgas;naturgas;;0,015684486;0,984315514;;;0;;;;;;
2025;2111;430;430-3;FORS Varme Roskilde A/S;4000;Roskilde;265;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Kedel 3;Kedel;fvv;2000-01-01 00:00:00;;0;21,5;gasolie;olie;;1;;;;0;;;;;;
2025;2111;432;432-1;FORS Varme Roskilde A/S;4000;Roskilde;265;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;CKA Kedel 1;Kedel;fvv;1997-01-01 00:00:00;;0;20,5;gasolie;olie;;1;;;;0;;;;;;
2025;2111;432;432-2;FORS Varme Roskilde A/S;4000;Roskilde;265;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;CKA Kedel 2;Kedel;fvv;1999-01-01 00:00:00;;0;20,5;gasolie;olie;;1;;;;0;;;;;;
2025;2111;963;963-2;FORS Varme Roskilde A/S;4000;Roskilde;265;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Ibsgården Varmecentral;Kedel;fvv;2006-12-01 00:00:00;;0;8,7;gasolie;olie;;1;;;;0;0;;;;;
2025;2111;2406;2406-1;FORS Varme Roskilde A/S;4000;Roskilde;265;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Gaskedel 1;Kedel;fvv;2019-07-01 00:00:00;;0;0,29;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;2111;2406;2406-2;FORS Varme Roskilde A/S;4000;Roskilde;265;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Gaskedel 2;Kedel;fvv;2019-07-01 00:00:00;;0;0,29;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;2111;2406;2406-3;FORS Varme Roskilde A/S;4000;Roskilde;265;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Gaskedel 3;Kedel;fvv;2024-01-01 00:00:00;;0;0,29;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;2111;2407;2407-1;FORS Varme Roskilde A/S;4000;Roskilde;265;Fjernvarmeværk;2;Storkøbenhavns Fjernvarme;Varmepumpe;Varmepumpe Spildevand;fvv;2020-09-01 00:00:00;;0;8;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,317252304;0,682747696
2025;2114;272;272-4;HILLERØD KRAFTVARME ApS;3400;Hillerød;219;Decentralt værk;18;Hillerød-Farum-Værløse;Elkedel;Elpatron;fvv;2025-04-01 00:00:00;;0;50;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;2114;1072;1072-1;HILLERØD KRAFTVARME ApS;3320;Skævinge;219;Decentralt værk;18;Hillerød-Farum-Værløse;motor 1;Forbrændingsmotor;kvt;1997-01-01 00:00:00;;0,97;1,59;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2114;1072;1072-2;HILLERØD KRAFTVARME ApS;3320;Skævinge;219;Decentralt værk;18;Hillerød-Farum-Værløse;motor 2;Forbrændingsmotor;kvt;2012-01-01 00:00:00;;0,97;1,59;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2114;1072;1072-3;HILLERØD KRAFTVARME ApS;3320;Skævinge;219;Decentralt værk;18;Hillerød-Farum-Værløse;Kedel 1;Kedel;fvv;1997-01-01 00:00:00;;0;2,1;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2114;1367;1367-2;HILLERØD KRAFTVARME ApS;3320;Skævinge;219;Decentralt værk;18;Hillerød-Farum-Værløse;Jenbacher 612;Forbrændingsmotor;kvt;2011-10-17 00:00:00;;2;2,5;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2114;1367;1367-3;HILLERØD KRAFTVARME ApS;3320;Skævinge;219;Decentralt værk;18;Hillerød-Farum-Værløse;Kedel;Kedel;fvv;2011-10-17 00:00:00;;0;2,5;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2114;1488;1488-2;HILLERØD KRAFTVARME ApS;3300;Frederiksværk;219;Decentralt værk;18;Hillerød-Farum-Værløse;Kedel;Kedel;fvv;2012-01-01 00:00:00;;0;2,6;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2114;2307;2307-1;HILLERØD KRAFTVARME ApS;3400;Hillerød;219;Decentralt værk;18;Hillerød-Farum-Værløse;Biokraftvarme (BKV);Bioforgasn. m. FM;kvt;2016-09-15 00:00:00;;5,12;25,46;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;2116;827;827-3;DIN Forsyning Spildevand A/S;6700;Esbjerg;561;Lokalt værk;126;Esbjerg-Varde Fjernvarme;Gasmotor 3;Forbrændingsmotor;pev;2010-07-01 00:00:00;;0,53;0,72;biogas;biogas;;0;;;1;0;;;;;;
2025;2116;1002;1002-2;DIN Forsyning Spildevand A/S;6700;Esbjerg;561;Erhvervsværk;126;Esbjerg-Varde Fjernvarme;Gasgeneratoranlæg;Forbrændingsmotor;pev;2021-04-01 00:00:00;;0,33;0,4;biogas;biogas;;0;;;1;0;;;;;;
2025;2119;1996;1996-1;FORSYNING HELSINGØR AFFALD A/S;3140;Ålsgårde;217;Lokalt værk;;;Biogasmotor;Forbrændingsmotor;pev;2009-07-01 00:00:00;;0,03;0,05;biogas;biogas;;0;;;1;0;;;;;;
2025;2120;1855;1855-1;RØNNE VARME A/S;3700;Rønne;400;Fjernvarmeværk;68;Rønne Fjernvarme;Kedel 1;Kedel;fvv;1996-01-26 00:00:00;;0;13,77;gasolie;olie;;1;;;;0;;;;;;
2025;2120;1855;1855-2;RØNNE VARME A/S;3700;Rønne;400;Fjernvarmeværk;68;Rønne Fjernvarme;Kedel 2;Kedel;fvv;1996-01-26 00:00:00;;0;13,77;gasolie;olie;;1;;;;0;;;;;;
2025;2120;1855;1855-3;RØNNE VARME A/S;3700;Rønne;400;Fjernvarmeværk;68;Rønne Fjernvarme;Kedel 3;Kedel;fvv;1996-01-26 00:00:00;;0;10,37;gasolie;olie;;1;;;;0;;;;;;
2025;2121;271;271-1;HELSINGØR KRAFTVARMEVÆRK A/S;3000;Helsingør;217;Decentralt værk;17;Nordøstsjællands Fjernvarme;HØK (CC-anlæg);Gasturbine;kvt;1993-01-01 00:00:00;;55;54;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2121;271;271-2;HELSINGØR KRAFTVARMEVÆRK A/S;3000;Helsingør;217;Decentralt værk;17;Nordøstsjællands Fjernvarme;motor;Forbrændingsmotor;kvt;1993-01-01 00:00:00;;1;1,5;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2121;271;271-3;HELSINGØR KRAFTVARMEVÆRK A/S;3000;Helsingør;217;Decentralt værk;17;Nordøstsjællands Fjernvarme;271-3 HØK biomassekedel (chp-anlæg);Dampturbine;kvt;2018-08-30 00:00:00;;15,7;60,4;skovflis;fast biomasse;;0;0,001122898;;;0,998877102;;;;;;
2025;2121;271;271-6;HELSINGØR KRAFTVARMEVÆRK A/S;3000;Helsingør;217;Decentralt værk;17;Nordøstsjællands Fjernvarme;Elkedel;Elpatron;fvv;2025-01-01 00:00:00;;0;30;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;2121;271;271-7;HELSINGØR KRAFTVARMEVÆRK A/S;3000;Helsingør;217;Decentralt værk;17;Nordøstsjællands Fjernvarme;271-6 Elkedel fejloprettet;Elpatron;fvv;2025-01-14 00:00:00;2025-01-14 00:00:00;0;30;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;2130;2105;2105-1;ARWOS SPILDEVAND A/S;6200;Aabenraa;580;Lokalt værk;;;Stegholt Biogas;Forbrændingsmotor;pev;2012-05-15 00:00:00;;0,11;0,18;biogas;biogas;;0;;;1;0;;;;;;
2025;2136;1893;1893-2;EFFEKTMARKED.DK ApS;7430;Ikast;756;Decentralt værk;163;Herning-Ikast Fjernvarme;Ulstein Bergen 1 (UB1);Forbrændingsmotor;kvt;2006-01-01 00:00:00;;3,1;1,7;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2136;1893;1893-3;EFFEKTMARKED.DK ApS;7430;Ikast;756;Decentralt værk;163;Herning-Ikast Fjernvarme;Ulstein Bergen 2 (UB2);Forbrændingsmotor;kvt;2006-01-01 00:00:00;;3,1;1,7;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2145;2131;2131-3;VORDINGBORG KRAFTVARME A/S;4760;Vordingborg;390;Decentralt værk;65;Vordingborg Fjernvarme;Halm-og flisfyret anlæg MKV77;Dampturbine;kvt;1995-09-01 00:00:00;;9,98;22,5;halm;fast biomasse;;0;;;;1;;;;;;
2025;2145;2131;2131-4;VORDINGBORG KRAFTVARME A/S;4760;Vordingborg;390;Decentralt værk;65;Vordingborg Fjernvarme;Fliskedel MKV87;Kedel;fvv;2010-12-01 00:00:00;;0;6;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;2145;2131;2131-5;VORDINGBORG KRAFTVARME A/S;4760;Vordingborg;390;Decentralt værk;65;Vordingborg Fjernvarme;VKV 90 - Elkedel;Elpatron;fvv;2024-01-01 00:00:00;;0;30;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;2148;1428;1428-2;HORSENS VAND ENERGI A/S;8700;Horsens;615;Lokalt værk;148;Horsens Fjernvarme;Jenbacher JMS416 GS-B21;Forbrændingsmotor;pev;2017-06-01 00:00:00;;1,13;1,46;biogas;biogas;;0;;;1;0;;;;;;
2025;2148;1428;1428-3;HORSENS VAND ENERGI A/S;8700;Horsens;615;Lokalt værk;148;Horsens Fjernvarme;Danstoker VBN1250;Kedel;pvp;1996-01-01 00:00:00;;0;1,13;biogas;biogas;;0;0,001406981;;0,998593019;0;;;;;;
2025;2149;922;922-5;ØSTERVANG SJÆLLAND A/S;4652;Hårlev;336;Erhvervsværk;;;K/V-Motor 1;Forbrændingsmotor;pev;1993-01-01 00:00:00;;0,76;1,07;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2149;922;922-6;ØSTERVANG SJÆLLAND A/S;4652;Hårlev;336;Erhvervsværk;;;K/V-Motor 2;Forbrændingsmotor;pev;1996-01-01 00:00:00;;0,76;1,07;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2149;922;922-7;ØSTERVANG SJÆLLAND A/S;4652;Hårlev;336;Erhvervsværk;;;K/V-Motor 3;Forbrændingsmotor;pev;1997-01-01 00:00:00;;2,09;3;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2149;922;922-8;ØSTERVANG SJÆLLAND A/S;4652;Hårlev;336;Erhvervsværk;;;K/V-Motor 4;Forbrændingsmotor;pev;1999-01-01 00:00:00;;2,72;2,85;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2151;1574;1574-1;ARWOS DEPONI A/S;6200;Aabenraa;580;Lokalt værk;;;Duo Fuel;Forbrændingsmotor;pev;2001-01-02 00:00:00;;0,11;0,18;biogas;biogas;;0;;;1;0;;;;;;
2025;2152;225;225-3;REFA, HORBELEV FJERNVARME A/S;4871;Horbelev;376;Fjernvarmeværk;61;Horbelev Fjernvarme;Danstoker halmkedel;Kedel;fvv;2005-01-01 00:00:00;;0;1,6;halm;fast biomasse;;0;;;;1;;;;;;
2025;2157;714;714-1;ODSHERRED VARME A/S;4571;Grevinge;306;Decentralt værk;365;Grevinge-Herrestrup Fjernvarme;Volund Danstoker;Kedel;fvv;1994-06-01 00:00:00;;0;2,9;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2157;714;714-2;ODSHERRED VARME A/S;4571;Grevinge;306;Decentralt værk;365;Grevinge-Herrestrup Fjernvarme;Bergen;Forbrændingsmotor;kvt;1994-01-01 00:00:00;;2,02;2,4;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2157;714;714-3;ODSHERRED VARME A/S;4571;Grevinge;306;Decentralt værk;365;Grevinge-Herrestrup Fjernvarme;Biokedel;Kedel;fvv;2017-03-01 00:00:00;;0;1;trae- og biomasseaffald;fast biomasse;;0;;;;1;;;;;;
2025;2157;714;714-4;ODSHERRED VARME A/S;4571;Grevinge;306;Decentralt værk;365;Grevinge-Herrestrup Fjernvarme;Varmepumpe Luft til Vand;Varmepumpe Luft;fvv;2022-02-09 00:00:00;;0;0,88;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,404039743;0,595960257
2025;2157;1441;1441-1;ODSHERRED VARME A/S;4573;Højby;306;Decentralt værk;442;Højby, Svinninge, Nr.Asmindrup;Motor 1;Forbrændingsmotor;kvt;1999-01-01 00:00:00;;0,92;1,24;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2157;1441;1441-2;ODSHERRED VARME A/S;4573;Højby;306;Decentralt værk;442;Højby, Svinninge, Nr.Asmindrup;Motor 2;Forbrændingsmotor;kvt;1999-01-01 00:00:00;;0,92;1,24;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2157;1441;1441-3;ODSHERRED VARME A/S;4573;Højby;306;Decentralt værk;442;Højby, Svinninge, Nr.Asmindrup;Motor 3;Forbrændingsmotor;kvt;1999-01-01 00:00:00;;0,92;1,24;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2157;1441;1441-4;ODSHERRED VARME A/S;4573;Højby;306;Decentralt værk;442;Højby, Svinninge, Nr.Asmindrup;Kedel;Kedel;fvv;1999-01-01 00:00:00;;0;5,3;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2157;1441;1441-5;ODSHERRED VARME A/S;4573;Højby;306;Decentralt værk;442;Højby, Svinninge, Nr.Asmindrup;Varmepumpe;Varmepumpe Luft;fvv;2020-08-01 00:00:00;;0;2,5;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,32841114;0,67158886
2025;2157;1441;1441-6;ODSHERRED VARME A/S;4573;Højby;306;Decentralt værk;442;Højby, Svinninge, Nr.Asmindrup;Biokedel;Kedel;fvv;2022-11-02 00:00:00;;0;0,99;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;2157;1442;1442-1;ODSHERRED VARME A/S;4560;Vig;306;Decentralt værk;443;Vig;Motor 1;Forbrændingsmotor;kvt;1999-01-01 00:00:00;;0,92;1,24;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2157;1442;1442-2;ODSHERRED VARME A/S;4560;Vig;306;Decentralt værk;443;Vig;Motor 2;Forbrændingsmotor;kvt;1999-01-01 00:00:00;;0,92;1,24;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2157;1442;1442-3;ODSHERRED VARME A/S;4560;Vig;306;Decentralt værk;443;Vig;Kedel;Kedel;fvv;1999-01-01 00:00:00;;0;4,2;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2157;1442;1442-4;ODSHERRED VARME A/S;4560;Vig;306;Decentralt værk;443;Vig;Varmepumpe;Varmepumpe Luft;fvv;2020-08-01 00:00:00;;0;2,5;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,345290436;0,654709564
2025;2157;1442;1442-5;ODSHERRED VARME A/S;4560;Vig;306;Decentralt værk;443;Vig;Biokedel;Kedel;fvv;2022-11-02 00:00:00;;0;0,99;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;2157;2437;2437-1;ODSHERRED VARME A/S;4500;Nykøbing Sj;306;Fjernvarmeværk;477;Egebjerg;Biokedel1;Kedel;fvv;2018-08-01 00:00:00;;0;0,494;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;2157;2437;2437-2;ODSHERRED VARME A/S;4500;Nykøbing Sj;306;Fjernvarmeværk;477;Egebjerg;Biokedel2;Kedel;fvv;2018-08-01 00:00:00;;0;0,494;skovflis;fast biomasse;;0;;;;1;;;;;;
2025;2157;2438;2438-1;ODSHERRED VARME A/S;4581;Rørvig;306;Fjernvarmeværk;478;Rørvig;Varmepumpe Luft til Vand;Varmepumpe Luft;fvv;2022-11-04 00:00:00;;0;1,539;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,382237236;0,617762764
2025;2157;2438;2438-2;ODSHERRED VARME A/S;4581;Rørvig;306;Fjernvarmeværk;478;Rørvig;Elkedel;Elpatron;fvv;2022-01-01 00:00:00;;0;2;elektricitet;elektricitet;;0;;;;0;;;;;1;
2025;2157;2474;2474-1;ODSHERRED VARME A/S;4540;Fårevejle;306;Fjernvarmeværk;483;Fårevejle fjernvarme;Varmepumpe luft til vand;Varmepumpe Luft;fvv;2024-02-01 00:00:00;;0;3,6;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,444090183;0,555909817
2025;2157;2474;2474-2;ODSHERRED VARME A/S;4540;Fårevejle;306;Fjernvarmeværk;483;Fårevejle fjernvarme;Elkedel;Elpatron;fvv;2024-02-01 00:00:00;;0;2,5;Ej i drift i 2025;Ej i drift i 2025;;;;;;;;;;;;
2025;2157;2474;2474-3;ODSHERRED VARME A/S;4540;Fårevejle;306;Fjernvarmeværk;483;Fårevejle fjernvarme;Varmepumpe Spildevand;Varmepumpe Spildevand;fvv;2024-02-01 00:00:00;;0;1,2;omgivelsesvarme;omgivelsesvarme;;0;;;;0;;;;;0,405166769;0,594833231
2025;2157;2475;2475-1;ODSHERRED VARME A/S;4550;Asnæs;306;Fjernvarmeværk;482;Asnæs fjernvarme;Oliekedel;Kedel;fvv;2024-03-01 00:00:00;;0;1;gasolie;olie;;1;;;;0;;;;;;
2025;2158;1420;1420-1;GARTNERIET SKOVLUNDEN ApS;5300;Kerteminde;440;Erhvervsværk;;;Hundslev;Forbrændingsmotor;pev;1997-06-01 00:00:00;;1,6;1,9;naturgas;naturgas;;0;1;;;0;;;;;;
2025;2160;833;833-3;FREDERICIA SPILDEVAND OG ENERGI A/S;7000;Fredericia;607;Lokalt værk;81;TVIS;Gasmotor;Forbrændingsmotor;pev;2017-10-01 00:00:00;;0,4;0,5;biogas;biogas;;0;0,004495426;;0,995504574;0;;;;;;
